network_element_id,region_id,date_id,hour,last_updated_ts,uptime_seconds,downtime_seconds,calls_attempted,calls_dropped,packets_sent,packets_lost,bandwidth_capacity_mb,bandwidth_used_mb,outage_minutes,repair_minutes,availability_percent,dropped_call_rate,latency_ms,latency_ms_p95,packet_loss_percent,bandwidth_utilization_percent,mttr_hours
5,5,2023-12-20,0,2023-12-20,86319,81,778,9,237213,106,1000,619,1.35,117,99.91,1.16,45.2,56.1,0.04,61.92,1.96
6,6,2023-12-20,0,2023-12-20,86273,127,1145,11,116058,84,1000,701,2.1166666666666667,142,99.85,1.01,48.4,63.6,0.07,70.12,2.37
7,7,2023-12-20,0,2023-12-20,86400,0,907,12,194912,157,1000,545,0.0,119,100.0,1.41,55.6,74.4,0.08,54.54,2.0
8,8,2023-12-20,0,2023-12-20,86297,103,590,3,141893,153,1000,724,1.7166666666666666,116,99.88,0.6,43.5,55.4,0.11,72.4,1.94
9,9,2023-12-20,0,2023-12-20,86177,223,757,8,206612,109,1000,587,3.716666666666667,92,99.74,1.14,48.0,65.4,0.05,58.7,1.54
10,10,2023-12-20,0,2023-12-20,86259,141,798,9,115556,141,1000,797,2.35,82,99.84,1.15,56.1,72.5,0.12,79.8,1.37
1,1,2023-12-21,0,2023-12-21,86290,110,570,4,231523,153,1000,557,1.8333333333333333,91,99.87,0.83,46.7,59.6,0.07,55.78,1.52
2,2,2023-12-21,0,2023-12-21,86160,240,530,5,169137,101,1000,644,4.0,124,99.72,1.02,46.9,66.0,0.06,64.42,2.07
3,3,2023-12-21,0,2023-12-21,86238,162,869,5,209701,168,1000,748,2.7,130,99.81,0.58,45.3,62.7,0.08,74.85,2.18
4,4,2023-12-21,0,2023-12-21,86346,54,621,9,169183,176,1000,561,0.9,115,99.94,1.56,41.3,47.5,0.1,56.11,1.93
5,5,2023-12-21,0,2023-12-21,86252,148,933,11,202471,176,1000,753,2.466666666666667,142,99.83,1.23,47.0,66.8,0.09,75.33,2.37
6,6,2023-12-21,0,2023-12-21,86157,243,630,6,172963,187,1000,724,4.05,141,99.72,0.95,49.6,58.4,0.11,72.49,2.36
7,7,2023-12-21,0,2023-12-21,86279,121,537,5,164028,172,1000,716,2.0166666666666666,59,99.86,0.96,41.7,57.9,0.1,71.64,0.99
8,8,2023-12-21,0,2023-12-21,86202,198,1126,7,190199,199,1000,663,3.3,107,99.77,0.71,44.9,59.4,0.1,66.37,1.79
9,9,2023-12-21,0,2023-12-21,86170,230,889,7,244474,169,1000,595,3.8333333333333335,126,99.73,0.85,43.4,60.3,0.07,59.56,2.1
10,10,2023-12-21,0,2023-12-21,86204,196,780,6,169533,149,1000,708,3.2666666666666666,135,99.77,0.79,44.2,49.6,0.09,70.89,2.25
1,1,2023-12-22,0,2023-12-22,86207,193,1085,11,123018,81,1000,480,3.216666666666667,150,99.78,1.05,49.0,63.1,0.07,48.09,2.52
2,2,2023-12-22,0,2023-12-22,86258,142,1144,10,248469,269,1000,512,2.3666666666666667,93,99.84,0.92,50.5,66.4,0.11,51.28,1.56
3,3,2023-12-22,0,2023-12-22,86135,265,619,5,230039,153,1000,767,4.416666666666667,105,99.69,0.94,54.4,61.9,0.07,76.73,1.76
4,4,2023-12-22,0,2023-12-22,86182,218,1130,12,189068,152,1000,630,3.6333333333333333,103,99.75,1.1,40.0,52.5,0.08,63.05,1.72
5,5,2023-12-22,0,2023-12-22,86314,86,698,6,141830,130,1000,812,1.4333333333333333,95,99.9,0.97,37.6,55.7,0.09,81.28,1.59
6,6,2023-12-22,0,2023-12-22,86246,154,918,11,126025,115,1000,777,2.566666666666667,117,99.82,1.26,54.2,65.9,0.09,77.75,1.95
7,7,2023-12-22,0,2023-12-22,86223,177,817,8,216114,205,1000,571,2.95,82,99.8,0.98,48.9,60.5,0.09,57.19,1.37
8,8,2023-12-22,0,2023-12-22,86149,251,1042,7,126426,129,1000,680,4.183333333333334,136,99.71,0.69,42.9,54.9,0.1,68.04,2.28
9,9,2023-12-22,0,2023-12-22,86236,164,896,7,168849,104,1000,670,2.7333333333333334,135,99.81,0.83,45.1,60.6,0.06,67.0,2.26
10,10,2023-12-22,0,2023-12-22,86149,251,750,9,212276,166,1000,739,4.183333333333334,110,99.71,1.2,47.4,66.4,0.08,73.96,1.85
1,1,2023-12-23,0,2023-12-23,86400,0,526,5,168878,122,1000,851,0.0,87,100.0,0.97,55.6,66.5,0.07,85.2,1.45
2,2,2023-12-23,0,2023-12-23,86153,247,1031,5,223880,171,1000,694,4.116666666666666,142,99.71,0.54,40.5,50.0,0.08,69.46,2.38
3,3,2023-12-23,0,2023-12-23,86228,172,585,4,147057,102,1000,615,2.8666666666666667,116,99.8,0.71,51.6,56.6,0.07,61.53,1.94
4,4,2023-12-23,0,2023-12-23,86283,117,886,11,175931,180,1000,746,1.95,157,99.87,1.33,51.3,62.0,0.1,74.67,2.63
5,5,2023-12-23,0,2023-12-23,86198,202,1026,13,149485,96,1000,611,3.3666666666666667,127,99.77,1.27,45.6,51.5,0.06,61.18,2.12
6,6,2023-12-23,0,2023-12-23,86366,34,900,8,186407,75,1000,584,0.5666666666666667,135,99.96,0.91,47.9,55.8,0.04,58.49,2.26
7,7,2023-12-23,0,2023-12-23,86100,300,954,9,209489,107,1000,741,5.0,147,99.65,0.95,49.3,61.3,0.05,74.18,2.45
8,8,2023-12-23,0,2023-12-23,86272,128,1012,13,118981,93,1000,659,2.1333333333333333,121,99.85,1.36,42.9,58.1,0.08,65.91,2.03
9,9,2023-12-23,0,2023-12-23,86095,305,414,3,127261,141,1000,691,5.083333333333333,83,99.65,0.78,39.6,57.7,0.11,69.15,1.38
10,10,2023-12-23,0,2023-12-23,86204,196,920,13,226824,228,1000,796,3.2666666666666666,128,99.77,1.42,39.3,56.0,0.1,79.65,2.15
1,1,2023-12-24,0,2023-12-24,86289,111,607,6,234358,268,1000,666,1.85,140,99.87,1.0,40.8,52.7,0.11,66.66,2.34
2,2,2023-12-24,0,2023-12-24,86283,117,802,5,178352,176,1000,873,1.95,123,99.87,0.63,47.8,57.0,0.1,87.31,2.06
3,3,2023-12-24,0,2023-12-24,86187,213,631,5,114832,85,1000,866,3.55,151,99.75,0.92,45.2,51.4,0.07,86.63,2.53
4,4,2023-12-24,0,2023-12-24,86172,228,809,7,128316,108,1000,646,3.8,79,99.74,0.91,38.7,46.7,0.08,64.64,1.32
5,5,2023-12-24,0,2023-12-24,86283,117,704,5,95094,86,1000,792,1.95,106,99.86,0.79,47.1,62.2,0.09,79.28,1.78
6,6,2023-12-24,0,2023-12-24,86130,270,1173,13,162782,35,1000,699,4.5,94,99.69,1.19,47.8,60.5,0.02,69.97,1.58
7,7,2023-12-24,0,2023-12-24,86117,283,414,3,121165,78,1000,748,4.716666666666667,124,99.67,0.73,42.3,50.8,0.06,74.87,2.07
8,8,2023-12-24,0,2023-12-24,86339,61,441,4,83875,65,1000,825,1.0166666666666666,155,99.93,0.98,41.0,47.1,0.08,82.58,2.58
9,9,2023-12-24,0,2023-12-24,86246,154,1152,12,88938,83,1000,500,2.566666666666667,146,99.82,1.07,35.0,45.3,0.09,50.05,2.44
10,10,2023-12-24,0,2023-12-24,86400,0,853,13,126245,78,1000,779,0.0,207,100.0,1.53,45.6,54.9,0.06,78.0,3.46
1,1,2023-12-25,0,2023-12-25,86210,190,989,10,187823,172,1000,673,3.1666666666666665,117,99.78,1.1,45.9,59.9,0.09,67.33,1.96
2,2,2023-12-25,0,2023-12-25,86269,131,1026,9,98969,89,1000,799,2.183333333333333,181,99.85,0.97,46.3,57.1,0.09,79.93,3.03
3,3,2023-12-25,0,2023-12-25,86226,174,963,5,207593,214,1000,510,2.9,130,99.8,0.6,55.0,61.6,0.1,51.04,2.18
4,4,2023-12-25,0,2023-12-25,86179,221,643,8,140248,97,1000,656,3.683333333333333,129,99.74,1.29,41.5,49.5,0.07,65.66,2.15
5,5,2023-12-25,0,2023-12-25,86353,47,1195,14,113231,108,1000,666,0.7833333333333333,115,99.95,1.24,29.0,41.7,0.1,66.65,1.92
6,6,2023-12-25,0,2023-12-25,86186,214,1029,11,109738,66,1000,736,3.566666666666667,90,99.75,1.11,48.1,66.1,0.06,73.64,1.51
7,7,2023-12-25,0,2023-12-25,86171,229,1040,8,95761,72,1000,642,3.816666666666667,101,99.74,0.84,46.2,64.3,0.08,64.25,1.68
8,8,2023-12-25,0,2023-12-25,86260,140,853,12,112656,111,1000,515,2.3333333333333335,100,99.84,1.43,41.0,54.2,0.1,51.56,1.68
9,9,2023-12-25,0,2023-12-25,86082,318,565,5,124992,91,1000,820,5.3,151,99.63,0.99,40.3,57.3,0.07,82.04,2.52
10,10,2023-12-25,0,2023-12-25,86224,176,616,6,197376,192,1000,762,2.933333333333333,157,99.8,1.02,56.9,74.4,0.1,76.29,2.62
1,1,2023-12-26,0,2023-12-26,86097,303,940,9,204019,163,1000,700,5.05,104,99.65,0.96,44.7,51.0,0.08,70.04,1.73
2,2,2023-12-26,0,2023-12-26,86209,191,885,7,103286,76,1000,761,3.183333333333333,158,99.78,0.89,50.8,70.4,0.07,76.19,2.64
3,3,2023-12-26,0,2023-12-26,86175,225,962,4,115539,63,1000,689,3.75,150,99.74,0.49,42.2,50.2,0.05,68.99,2.51
4,4,2023-12-26,0,2023-12-26,86279,121,993,9,183785,179,1000,642,2.0166666666666666,164,99.86,0.96,44.1,62.2,0.1,64.21,2.74
5,5,2023-12-26,0,2023-12-26,86327,73,561,5,125932,100,1000,544,1.2166666666666666,138,99.92,0.97,43.4,59.1,0.08,54.45,2.3
6,6,2023-12-26,0,2023-12-26,86132,268,1083,8,156694,165,1000,841,4.466666666666667,92,99.69,0.83,53.5,72.7,0.11,84.19,1.55
7,7,2023-12-26,0,2023-12-26,86226,174,811,5,200946,274,1000,674,2.9,98,99.8,0.68,56.2,66.3,0.14,67.49,1.65
8,8,2023-12-26,0,2023-12-26,86301,99,760,10,151102,129,1000,748,1.65,117,99.89,1.33,50.1,60.2,0.09,74.82,1.96
9,9,2023-12-26,0,2023-12-26,86161,239,495,5,178327,140,1000,716,3.9833333333333334,103,99.72,1.02,31.9,44.0,0.08,71.66,1.72
10,10,2023-12-26,0,2023-12-26,86226,174,983,7,240258,160,1000,788,2.9,114,99.8,0.77,45.3,53.3,0.07,78.81,1.92
1,1,2023-12-27,0,2023-12-27,86164,236,964,8,117718,48,1000,696,3.933333333333333,106,99.73,0.93,42.1,49.9,0.04,69.62,1.78
2,2,2023-12-27,0,2023-12-27,86317,83,540,5,165344,135,1000,764,1.3833333333333333,80,99.9,1.03,47.6,65.8,0.08,76.43,1.34
3,3,2023-12-27,0,2023-12-27,86170,230,1100,11,207257,182,1000,700,3.8333333333333335,86,99.73,1.01,41.3,51.6,0.09,70.08,1.44
4,4,2023-12-27,0,2023-12-27,86159,241,771,5,154542,163,1000,756,4.016666666666667,101,99.72,0.77,29.6,46.0,0.11,75.66,1.69
5,5,2023-12-27,0,2023-12-27,86211,189,870,13,137635,115,1000,641,3.15,123,99.78,1.58,44.5,49.6,0.08,64.13,2.06
6,6,2023-12-27,0,2023-12-27,86387,13,1078,10,153942,150,1000,628,0.21666666666666667,105,99.99,1.01,47.6,60.7,0.1,62.83,1.76
7,7,2023-12-27,0,2023-12-27,86275,125,569,5,214691,150,1000,706,2.0833333333333335,163,99.86,0.96,41.5,52.4,0.07,70.67,2.72
8,8,2023-12-27,0,2023-12-27,86181,219,754,4,247146,195,1000,718,3.65,108,99.75,0.62,47.8,57.5,0.08,71.87,1.8
9,9,2023-12-27,0,2023-12-27,86199,201,824,7,107243,98,1000,778,3.35,179,99.77,0.87,37.7,56.4,0.09,77.86,2.99
10,10,2023-12-27,0,2023-12-27,86400,0,644,6,121220,90,1000,706,0.0,171,100.0,1.0,48.5,61.4,0.08,70.64,2.86
1,1,2023-12-28,0,2023-12-28,86090,310,795,9,209704,221,1000,408,5.166666666666667,122,99.64,1.2,31.7,44.0,0.11,40.83,2.04
2,2,2023-12-28,0,2023-12-28,86142,258,584,6,115421,75,1000,643,4.3,105,99.7,1.05,53.9,61.7,0.07,64.34,1.76
3,3,2023-12-28,0,2023-12-28,86400,0,785,7,233456,166,1000,641,0.0,136,100.0,0.93,46.1,61.8,0.07,64.11,2.28
4,4,2023-12-28,0,2023-12-28,86313,87,954,8,127428,84,1000,603,1.45,151,99.9,0.86,50.5,69.4,0.07,60.32,2.53
5,5,2023-12-28,0,2023-12-28,86252,148,686,7,139533,70,1000,534,2.466666666666667,105,99.83,1.04,45.2,52.3,0.05,53.46,1.76
6,6,2023-12-28,0,2023-12-28,86010,390,859,9,201013,170,1000,676,6.5,152,99.55,1.08,47.7,67.1,0.08,67.7,2.55
7,7,2023-12-28,0,2023-12-28,86157,243,938,10,95675,92,1000,533,4.05,128,99.72,1.13,41.5,54.9,0.1,53.33,2.14
8,8,2023-12-28,0,2023-12-28,86300,100,1013,9,242011,176,1000,546,1.6666666666666667,128,99.88,0.95,43.8,60.7,0.07,54.62,2.14
9,9,2023-12-28,0,2023-12-28,86311,89,1037,10,111300,49,1000,726,1.4833333333333334,92,99.9,1.03,49.0,54.3,0.04,72.67,1.54
10,10,2023-12-28,0,2023-12-28,86003,397,769,8,124126,125,1000,566,6.616666666666666,112,99.54,1.04,35.4,50.8,0.1,56.67,1.87
1,1,2023-12-29,0,2023-12-29,86085,315,896,7,122725,130,1000,903,5.25,99,99.64,0.78,37.6,48.4,0.11,90.38,1.66
2,2,2023-12-29,0,2023-12-29,86227,173,1108,14,155540,141,1000,931,2.8833333333333333,109,99.8,1.35,41.1,55.7,0.09,93.11,1.82
3,3,2023-12-29,0,2023-12-29,86097,303,820,5,151235,140,1000,693,5.05,88,99.65,0.67,51.6,69.3,0.09,69.32,1.48
4,4,2023-12-29,0,2023-12-29,86308,92,430,2,171691,115,1000,828,1.5333333333333334,146,99.89,0.66,44.7,54.0,0.07,82.8,2.45
5,5,2023-12-29,0,2023-12-29,86209,191,1082,8,221499,189,1000,554,3.183333333333333,141,99.78,0.79,53.8,62.2,0.09,55.44,2.35
6,6,2023-12-29,0,2023-12-29,86303,97,945,9,118515,100,1000,702,1.6166666666666667,112,99.89,0.97,43.4,50.5,0.09,70.24,1.87
7,7,2023-12-29,0,2023-12-29,86317,83,753,8,230791,171,1000,686,1.3833333333333333,99,99.9,1.07,47.0,65.7,0.07,68.63,1.66
8,8,2023-12-29,0,2023-12-29,86005,395,684,5,154328,135,1000,787,6.583333333333333,101,99.54,0.82,45.5,57.9,0.09,78.71,1.69
9,9,2023-12-29,0,2023-12-29,86262,138,508,3,249991,292,1000,944,2.3,92,99.84,0.76,31.8,43.3,0.12,94.45,1.54
10,10,2023-12-29,0,2023-12-29,86202,198,592,8,186721,97,1000,844,3.3,143,99.77,1.45,41.6,50.4,0.05,84.42,2.39
1,1,2023-12-30,0,2023-12-30,86301,99,409,3,219898,181,1000,648,1.65,123,99.89,0.95,61.9,75.4,0.08,64.88,2.05
2,2,2023-12-30,0,2023-12-30,86226,174,981,6,233257,203,1000,794,2.9,109,99.8,0.7,44.8,50.6,0.09,79.45,1.83
3,3,2023-12-30,0,2023-12-30,86247,153,576,5,192456,148,1000,703,2.55,112,99.82,0.89,35.6,48.5,0.08,70.31,1.88
4,4,2023-12-30,0,2023-12-30,86280,120,890,8,234080,264,1000,708,2.0,108,99.86,0.95,35.4,51.6,0.11,70.87,1.81
5,5,2023-12-30,0,2023-12-30,86251,149,1076,6,126328,70,1000,487,2.4833333333333334,119,99.83,0.58,43.4,51.7,0.06,48.76,1.99
6,6,2023-12-30,0,2023-12-30,86257,143,1150,10,245063,232,1000,797,2.3833333333333333,117,99.83,0.87,43.6,51.4,0.09,79.7,1.96
7,7,2023-12-30,0,2023-12-30,86323,77,954,5,126202,87,1000,834,1.2833333333333334,108,99.91,0.55,48.6,55.1,0.07,83.48,1.8
8,8,2023-12-30,0,2023-12-30,86321,79,598,4,85080,70,1000,653,1.3166666666666667,104,99.91,0.79,38.6,57.1,0.08,65.31,1.74
9,9,2023-12-30,0,2023-12-30,86317,83,828,9,196259,150,1000,738,1.3833333333333333,116,99.9,1.2,41.5,58.0,0.08,73.89,1.94
10,10,2023-12-30,0,2023-12-30,86233,167,1197,14,158921,87,1000,783,2.783333333333333,106,99.81,1.18,40.4,58.4,0.06,78.35,1.78
1,1,2023-12-31,0,2023-12-31,86046,354,400,3,215110,173,1000,521,5.9,149,99.59,0.81,41.2,59.0,0.08,52.15,2.49
2,2,2023-12-31,0,2023-12-31,86274,126,916,7,110959,87,1000,745,2.1,92,99.86,0.82,42.0,57.1,0.08,74.54,1.53
3,3,2023-12-31,0,2023-12-31,86197,203,524,4,170475,78,1000,664,3.3833333333333333,154,99.77,0.78,50.4,70.3,0.05,66.41,2.58
4,4,2023-12-31,0,2023-12-31,86241,159,955,11,219595,264,1000,817,2.65,113,99.82,1.16,42.6,52.3,0.12,81.75,1.89
5,5,2023-12-31,0,2023-12-31,86198,202,1015,9,239594,250,1000,901,3.3666666666666667,107,99.77,0.94,51.0,63.8,0.1,90.16,1.79
6,6,2023-12-31,0,2023-12-31,86311,89,1199,11,161750,106,1000,471,1.4833333333333334,120,99.9,0.99,50.3,64.7,0.07,47.1,2.02
7,7,2023-12-31,0,2023-12-31,86183,217,539,4,129393,81,1000,630,3.6166666666666667,82,99.75,0.92,45.1,61.4,0.06,63.09,1.38
8,8,2023-12-31,0,2023-12-31,86177,223,1132,12,239405,114,1000,588,3.716666666666667,112,99.74,1.14,54.7,60.8,0.05,58.82,1.87
9,9,2023-12-31,0,2023-12-31,86329,71,1022,13,127848,150,1000,715,1.1833333333333333,104,99.92,1.3,42.6,58.6,0.12,71.54,1.74
10,10,2023-12-31,0,2023-12-31,86289,111,520,3,118992,104,1000,629,1.85,122,99.87,0.65,36.9,56.0,0.09,62.95,2.05
1,1,2024-01-01,0,2024-01-01,86305,95,787,8,183663,158,1000,791,1.5833333333333333,100,99.89,1.14,42.4,50.1,0.09,79.18,1.68
2,2,2024-01-01,0,2024-01-01,86222,178,588,7,93111,47,1000,668,2.966666666666667,118,99.79,1.28,56.4,74.9,0.05,66.89,1.98
3,3,2024-01-01,0,2024-01-01,86246,154,635,9,212053,147,1000,781,2.566666666666667,122,99.82,1.43,43.4,59.2,0.07,78.12,2.04
4,4,2024-01-01,0,2024-01-01,86232,168,700,4,215183,191,1000,511,2.8,130,99.81,0.61,35.7,55.5,0.09,51.14,2.18
5,5,2024-01-01,0,2024-01-01,86318,82,631,5,200421,192,1000,721,1.3666666666666667,126,99.91,0.85,31.8,40.4,0.1,72.18,2.12
6,6,2024-01-01,0,2024-01-01,86153,247,652,8,85335,116,1000,517,4.116666666666666,131,99.71,1.31,50.6,64.7,0.14,51.71,2.19
7,7,2024-01-01,0,2024-01-01,86181,219,759,7,193419,125,1000,601,3.65,150,99.75,0.95,35.8,52.0,0.06,60.12,2.51
8,8,2024-01-01,0,2024-01-01,86343,57,800,7,189271,143,1000,787,0.95,142,99.93,0.92,40.7,60.1,0.08,78.72,2.38
9,9,2024-01-01,0,2024-01-01,86274,126,839,6,206500,277,1000,822,2.1,147,99.86,0.78,62.4,76.0,0.13,82.26,2.46
10,10,2024-01-01,0,2024-01-01,86215,185,471,5,213261,137,1000,561,3.0833333333333335,117,99.79,1.23,46.6,52.2,0.06,56.18,1.96
1,1,2024-01-02,0,2024-01-02,86149,251,1170,9,155367,139,1000,661,4.183333333333334,86,99.71,0.8,49.2,68.6,0.09,66.11,1.44
2,2,2024-01-02,0,2024-01-02,86258,142,875,8,208162,168,1000,824,2.3666666666666667,145,99.84,1.01,47.2,53.8,0.08,82.44,2.43
3,3,2024-01-02,0,2024-01-02,86241,159,549,6,229853,238,1000,629,2.65,105,99.82,1.23,48.1,56.1,0.1,62.98,1.76
4,4,2024-01-02,0,2024-01-02,86355,45,819,9,86268,51,1000,562,0.75,90,99.95,1.12,41.2,46.3,0.06,56.24,1.5
5,5,2024-01-02,0,2024-01-02,86093,307,501,6,143118,143,1000,560,5.116666666666666,87,99.64,1.24,42.1,52.3,0.1,56.01,1.46
6,6,2024-01-02,0,2024-01-02,86267,133,666,5,226634,205,1000,585,2.216666666666667,117,99.85,0.84,43.3,60.8,0.09,58.56,1.96
7,7,2024-01-02,0,2024-01-02,86112,288,1150,10,84432,69,1000,790,4.8,138,99.67,0.87,52.9,63.1,0.08,79.02,2.32
8,8,2024-01-02,0,2024-01-02,86215,185,745,12,149091,128,1000,730,3.0833333333333335,141,99.79,1.65,52.6,59.1,0.09,73.02,2.36
9,9,2024-01-02,0,2024-01-02,86172,228,1118,7,236576,235,1000,585,3.8,91,99.74,0.66,38.8,47.2,0.1,58.55,1.52
10,10,2024-01-02,0,2024-01-02,86164,236,997,5,236048,308,1000,681,3.933333333333333,102,99.73,0.59,51.1,60.5,0.13,68.13,1.71
1,1,2024-01-03,0,2024-01-03,86232,168,889,3,116804,91,1000,550,2.8,85,99.81,0.42,49.5,65.5,0.08,55.02,1.42
2,2,2024-01-03,0,2024-01-03,86193,207,735,2,207927,174,1000,660,3.45,100,99.76,0.38,49.7,69.5,0.08,66.03,1.67
3,3,2024-01-03,0,2024-01-03,86152,248,868,8,113318,45,1000,701,4.133333333333334,107,99.71,1.02,44.9,58.7,0.04,70.16,1.79
4,4,2024-01-03,0,2024-01-03,86136,264,503,3,176201,167,1000,664,4.4,106,99.69,0.73,44.2,57.8,0.09,66.45,1.77
5,5,2024-01-03,0,2024-01-03,86282,118,651,5,149120,88,1000,850,1.9666666666666666,123,99.86,0.89,45.3,53.1,0.06,85.07,2.05
6,6,2024-01-03,0,2024-01-03,86224,176,997,12,133416,134,1000,879,2.933333333333333,110,99.8,1.22,58.9,72.0,0.1,87.93,1.85
7,7,2024-01-03,0,2024-01-03,86175,225,575,5,237829,269,1000,651,3.75,101,99.74,1.02,58.3,78.0,0.11,65.12,1.69
8,8,2024-01-03,0,2024-01-03,86301,99,804,6,236394,139,1000,692,1.65,139,99.89,0.76,50.5,69.9,0.06,69.26,2.32
9,9,2024-01-03,0,2024-01-03,86296,104,458,4,108970,94,1000,713,1.7333333333333334,67,99.88,0.98,45.5,59.1,0.09,71.34,1.13
10,10,2024-01-03,0,2024-01-03,86159,241,880,12,224565,169,1000,620,4.016666666666667,135,99.72,1.44,43.0,48.7,0.08,62.1,2.26
1,1,2024-01-04,0,2024-01-04,86038,362,1096,10,121762,84,1000,669,6.033333333333333,158,99.58,0.95,37.2,51.0,0.07,66.99,2.64
2,2,2024-01-04,0,2024-01-04,86168,232,1133,9,209974,195,1000,648,3.8666666666666667,105,99.73,0.82,42.7,55.3,0.09,64.85,1.76
3,3,2024-01-04,0,2024-01-04,86209,191,1113,12,155497,113,1000,768,3.183333333333333,110,99.78,1.12,48.8,64.3,0.07,76.8,1.83
4,4,2024-01-04,0,2024-01-04,86361,39,824,5,220277,271,1000,560,0.65,127,99.96,0.69,44.6,54.4,0.12,56.09,2.13
5,5,2024-01-04,0,2024-01-04,86165,235,1029,14,95124,77,1000,840,3.9166666666666665,113,99.73,1.46,53.9,73.5,0.08,84.04,1.9
6,6,2024-01-04,0,2024-01-04,86307,93,585,4,80696,61,1000,607,1.55,95,99.89,0.73,46.8,54.1,0.08,60.73,1.59
7,7,2024-01-04,0,2024-01-04,86161,239,681,5,117410,93,1000,735,3.9833333333333334,102,99.72,0.78,41.8,51.1,0.08,73.59,1.7
8,8,2024-01-04,0,2024-01-04,86243,157,603,8,148922,108,1000,977,2.6166666666666667,154,99.82,1.43,53.9,62.0,0.07,97.7,2.57
9,9,2024-01-04,0,2024-01-04,86290,110,748,5,204956,190,1000,817,1.8333333333333333,114,99.87,0.69,51.7,69.9,0.09,81.72,1.92
10,10,2024-01-04,0,2024-01-04,86288,112,877,9,104963,80,1000,701,1.8666666666666667,141,99.87,1.07,37.9,57.8,0.08,70.18,2.36
1,1,2024-01-05,0,2024-01-05,86018,382,1124,11,150956,152,1000,623,6.366666666666666,112,99.56,1.05,53.3,66.2,0.1,62.35,1.88
2,2,2024-01-05,0,2024-01-05,86298,102,1163,11,237219,228,1000,659,1.7,118,99.88,0.97,47.5,55.4,0.1,65.98,1.98
3,3,2024-01-05,0,2024-01-05,86400,0,556,7,196229,107,1000,656,0.0,70,100.0,1.29,41.7,55.8,0.05,65.67,1.18
4,4,2024-01-05,0,2024-01-05,86292,108,1125,5,163067,144,1000,786,1.8,148,99.88,0.53,44.1,55.0,0.09,78.7,2.48
5,5,2024-01-05,0,2024-01-05,86313,87,798,10,186254,204,1000,691,1.45,112,99.9,1.33,37.2,57.1,0.11,69.14,1.87
6,6,2024-01-05,0,2024-01-05,86049,351,1177,11,107802,62,1000,657,5.85,133,99.59,1.01,40.6,48.2,0.06,65.79,2.23
7,7,2024-01-05,0,2024-01-05,86330,70,848,8,175789,135,1000,800,1.1666666666666667,172,99.92,1.04,38.5,55.8,0.08,80.05,2.88
8,8,2024-01-05,0,2024-01-05,86291,109,907,11,95388,68,1000,745,1.8166666666666667,148,99.87,1.23,43.3,61.2,0.07,74.58,2.48
9,9,2024-01-05,0,2024-01-05,86232,168,665,6,107540,70,1000,710,2.8,134,99.81,1.0,45.5,58.5,0.07,71.01,2.25
10,10,2024-01-05,0,2024-01-05,86229,171,1022,7,161332,173,1000,744,2.85,111,99.8,0.74,55.2,68.3,0.11,74.46,1.85
1,1,2024-01-06,0,2024-01-06,86338,62,941,7,103943,38,1000,779,1.0333333333333334,133,99.93,0.8,43.5,57.3,0.04,77.94,2.23
2,2,2024-01-06,0,2024-01-06,86098,302,1113,17,222803,193,1000,820,5.033333333333333,102,99.65,1.62,50.4,61.4,0.09,82.06,1.7
3,3,2024-01-06,0,2024-01-06,86238,162,796,9,90150,81,1000,664,2.7,130,99.81,1.16,36.2,55.4,0.09,66.46,2.18
4,4,2024-01-06,0,2024-01-06,86130,270,1080,14,136956,152,1000,665,4.5,161,99.69,1.32,51.8,61.4,0.11,66.55,2.69
5,5,2024-01-06,0,2024-01-06,86253,147,882,9,221504,161,1000,633,2.45,74,99.83,1.04,45.1,51.8,0.07,63.32,1.24
6,6,2024-01-06,0,2024-01-06,86253,147,1054,9,218794,119,1000,784,2.45,140,99.83,0.93,45.2,60.4,0.05,78.4,2.35
7,7,2024-01-06,0,2024-01-06,86374,26,1056,12,237354,311,1000,651,0.43333333333333335,116,99.97,1.15,46.3,63.7,0.13,65.1,1.93
8,8,2024-01-06,0,2024-01-06,86168,232,1120,7,140141,154,1000,610,3.8666666666666667,108,99.73,0.69,48.7,67.8,0.11,61.08,1.81
9,9,2024-01-06,0,2024-01-06,86330,70,1106,14,181893,137,1000,629,1.1666666666666667,77,99.92,1.31,43.9,52.6,0.08,62.9,1.3
10,10,2024-01-06,0,2024-01-06,86259,141,1006,7,113742,98,1000,784,2.35,87,99.84,0.73,48.3,55.4,0.09,78.47,1.45
1,1,2024-01-07,0,2024-01-07,86309,91,999,13,221596,186,1000,714,1.5166666666666666,114,99.9,1.35,41.4,48.7,0.08,71.47,1.91
2,2,2024-01-07,0,2024-01-07,86219,181,533,6,178327,171,1000,677,3.0166666666666666,110,99.79,1.2,32.6,42.9,0.1,67.76,1.84
3,3,2024-01-07,0,2024-01-07,86201,199,773,9,234349,295,1000,597,3.316666666666667,148,99.77,1.28,57.4,74.0,0.13,59.8,2.48
4,4,2024-01-07,0,2024-01-07,86289,111,981,5,131599,146,1000,801,1.85,101,99.87,0.56,45.1,54.7,0.11,80.16,1.69
5,5,2024-01-07,0,2024-01-07,86226,174,608,9,219792,218,1000,475,2.9,136,99.8,1.52,46.2,65.6,0.1,47.55,2.27
6,6,2024-01-07,0,2024-01-07,86174,226,720,8,107994,111,1000,742,3.7666666666666666,162,99.74,1.18,38.6,51.4,0.1,74.24,2.71
